date,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,AQI
2019-08-16,62.664,99.652,29.237,18.025,1.817,20.969,23.073,84.732,0.811,67.075
2019-08-17,61.139,99.636,37.751,21.545,1.059,34.641,20.149,53.287,3.037,68.010
2019-08-18,66.414,86.510,44.043,27.120,1.397,32.634,16.591,60.876,1.631,67.968
2019-08-19,53.683,98.301,44.223,27.069,1.431,34.245,14.757,58.044,5.251,65.176
2019-08-20,55.261,106.452,24.803,19.854,1.158,33.448,17.907,85.665,5.556,64.527
2019-08-21,49.253,71.096,38.974,20.697,1.382,33.169,19.981,76.160,1.615,53.750
2019-08-22,53.199,97.907,28.933,25.555,1.274,48.906,16.090,79.887,0.685,61.758
2019-08-23,59.449,67.570,47.214,12.496,0.775,29.467,16.272,37.986,6.446,59.438
2019-08-24,62.170,82.477,46.273,18.385,1.100,36.554,25.504,77.511,0.515,65.083
2019-08-25,48.428,108.065,32.816,26.678,1.016,26.703,20.171,55.979,3.079,63.197
2019-08-26,62.461,85.603,33.872,24.876,1.061,35.534,20.285,31.400,4.209,63.686
2019-08-27,66.054,79.339,36.310,21.846,0.809,36.575,12.356,33.605,6.640,64.091
2019-08-28,58.230,88.763,21.978,12.471,1.538,32.551,14.519,70.674,6.789,60.139
2019-08-29,69.657,111.095,42.688,19.750,1.681,41.685,16.772,52.321,5.937,76.695
2019-08-30,48.180,71.782,37.817,17.050,1.493,23.810,13.453,82.087,2.354,53.188
2019-08-31,44.148,79.277,47.761,21.655,1.581,26.589,21.170,74.056,5.901,55.410
2019-09-01,39.619,104.465,31.213,15.953,1.097,31.487,20.514,31.301,2.349,57.391
2019-09-02,65.568,107.777,35.047,14.871,1.009,36.166,14.599,71.213,2.110,72.126
2019-09-03,58.593,87.884,27.948,9.676,0.966,31.256,21.471,41.541,4.603,61.251
2019-09-04,52.680,76.255,31.966,26.109,1.393,39.000,16.029,55.355,5.591,55.610
2019-09-05,55.139,109.341,30.544,18.001,1.268,25.368,23.735,67.484,0.898,66.481
2019-09-06,43.678,104.073,47.968,20.786,1.177,22.016,16.328,82.363,0.950,62.655
2019-09-07,72.039,94.674,34.414,19.989,1.589,32.157,17.553,57.366,6.381,71.304
2019-09-08,53.305,79.526,40.993,14.663,1.321,29.460,19.957,78.509,6.946,58.709
2019-09-09,52.953,86.934,36.954,13.705,0.948,33.800,19.526,76.978,5.033,59.948
2019-09-10,57.700,85.606,29.844,14.973,0.996,29.808,17.163,54.872,3.716,60.500
2019-09-11,55.565,90.312,38.654,16.384,1.405,27.620,15.149,60.059,6.840,62.607
2019-09-12,53.340,101.317,44.793,21.833,1.513,29.475,17.059,72.029,5.966,66.024
2019-09-13,45.066,95.415,30.338,16.021,1.366,30.202,13.015,31.869,4.847,57.225
2019-09-14,55.010,75.671,46.473,28.732,1.769,27.865,15.869,83.449,2.898,59.501
2019-09-15,66.152,100.043,33.202,25.136,1.691,28.578,12.037,76.189,1.985,69.730
2019-09-16,61.725,89.253,36.136,24.042,1.332,27.175,9.978,44.965,3.640,64.866
2019-09-17,63.582,92.847,44.245,19.402,0.948,35.997,15.430,88.871,2.651,68.494
2019-09-18,46.630,100.505,34.693,27.571,0.807,31.358,19.027,40.763,3.044,60.405
2019-09-19,42.695,74.598,40.301,18.910,1.084,45.797,17.981,84.845,4.367,51.787
2019-09-20,49.506,85.239,37.482,19.844,1.426,31.125,14.925,49.468,1.768,57.821
2019-09-21,50.867,80.177,41.035,20.850,1.748,26.144,20.381,75.789,6.546,57.694
2019-09-22,59.093,69.718,20.954,23.509,1.325,48.695,13.406,57.383,1.591,54.653
2019-09-23,36.727,88.778,25.363,23.185,1.551,32.895,9.335,74.188,4.107,50.069
2019-09-24,62.439,110.352,44.928,17.624,1.126,36.931,8.521,39.347,6.095,73.310
2019-09-25,48.883,66.771,48.297,17.335,1.387,34.145,11.505,46.170,4.138,54.132
2019-09-26,46.685,84.794,32.716,23.200,1.447,34.361,17.483,35.991,3.208,55.324
2019-09-27,41.966,91.478,38.048,23.576,0.606,33.750,13.116,81.909,4.062,56.036
2019-09-28,36.795,86.270,42.358,18.033,1.076,22.285,16.394,47.778,6.865,52.750
2019-09-29,56.599,83.885,45.546,12.064,1.485,32.573,19.943,71.669,7.928,62.574
2019-09-30,50.589,72.011,23.779,18.963,1.282,20.726,11.701,79.213,5.234,51.653
2019-10-01,39.681,87.328,32.912,23.118,0.841,28.779,16.436,84.085,6.451,52.621
2019-10-02,39.646,77.440,37.339,29.027,0.471,24.921,16.619,36.378,0.609,50.523
2019-10-03,47.336,63.127,45.625,14.010,1.090,32.502,12.425,83.581,7.103,51.731
2019-10-04,63.399,97.001,59.987,17.867,1.179,32.339,19.078,41.835,7.655,72.797
2019-10-05,48.004,94.677,38.176,18.053,0.935,33.368,14.164,74.214,4.814,60.040
2019-10-06,38.097,85.659,28.744,26.779,1.243,32.011,13.890,73.731,6.154,50.495
2019-10-07,48.208,87.493,43.218,19.825,1.352,25.752,21.393,30.510,4.346,58.995
2019-10-08,48.052,96.015,50.568,15.463,1.401,28.173,16.646,43.237,2.647,62.944
2019-10-09,28.727,87.596,40.864,22.793,0.493,36.443,17.877,59.515,6.892,48.815
2019-10-10,49.945,94.483,32.747,17.977,0.806,37.475,19.191,55.202,4.976,59.867
2019-10-11,48.618,82.569,47.664,13.878,1.109,21.973,13.204,85.114,4.845,58.613
2019-10-12,56.130,98.774,45.308,15.536,1.372,19.284,18.936,51.584,5.443,66.759
2019-10-13,65.456,88.983,31.791,28.670,1.347,24.912,13.716,86.219,6.920,65.781
2019-10-14,59.790,87.847,43.051,21.921,1.342,37.316,13.625,57.566,5.989,64.859
2019-10-15,48.747,73.347,47.978,20.539,1.085,38.504,14.483,87.861,2.083,55.973
2019-10-16,42.176,89.069,49.455,18.751,1.102,23.527,13.476,74.241,4.001,57.699
2019-10-17,71.753,78.041,39.468,21.461,0.982,32.151,17.855,79.760,7.852,67.182
2019-10-18,51.787,80.149,37.135,21.401,1.430,42.841,16.239,36.293,4.659,57.365
2019-10-19,51.580,78.559,49.818,21.461,0.924,32.907,14.016,65.168,7.537,59.321
2019-10-20,51.439,76.242,30.319,20.574,1.455,39.951,17.568,38.562,6.600,54.656
2019-10-21,53.389,108.353,43.509,24.344,1.262,36.991,14.776,47.857,5.495,67.902
2019-10-22,50.830,100.629,29.040,20.116,1.186,23.629,14.677,67.414,3.120,61.412
2019-10-23,47.584,106.740,48.523,15.110,1.003,28.670,15.871,73.574,2.782,65.519
2019-10-24,47.996,75.537,37.936,16.938,0.793,30.243,17.181,32.351,5.326,54.246
2019-10-25,52.314,88.718,50.149,10.105,1.006,30.729,17.028,61.857,3.744,62.802
2019-10-26,48.442,75.319,43.931,30.134,1.101,36.414,14.840,63.919,6.491,55.603
2019-10-27,47.308,81.556,30.214,24.314,0.489,32.861,18.545,34.730,6.203,54.164
2019-10-28,54.092,79.599,51.397,15.850,1.141,9.447,15.413,60.041,2.841,61.205
2019-10-29,51.438,101.453,52.410,18.591,1.477,20.810,14.194,72.831,5.770,66.637
2019-10-30,65.755,85.381,47.058,16.816,1.370,14.688,11.837,33.194,4.209,67.904
2019-10-31,32.769,100.323,33.907,27.713,1.051,31.228,19.275,75.616,2.925,53.263
2019-11-01,62.969,95.984,37.552,12.901,1.214,31.683,16.450,64.586,3.597,67.790
2019-11-02,64.474,113.293,41.163,20.572,1.033,31.983,17.134,79.994,7.215,74.458
2019-11-03,38.194,75.784,34.370,19.457,1.245,23.288,19.731,43.084,3.196,48.706
2019-11-04,52.323,103.501,53.539,24.134,1.662,34.719,15.256,79.996,2.655,67.920
2019-11-05,52.384,102.713,41.155,19.480,1.491,35.014,12.662,35.674,3.139,65.237
2019-11-06,44.394,81.862,18.373,11.209,1.356,21.214,17.094,54.230,2.110,50.430
2019-11-07,49.737,102.024,42.715,18.744,1.052,19.738,17.910,41.969,4.585,64.018
2019-11-08,47.387,95.678,37.215,15.139,1.425,29.999,16.302,82.561,1.606,59.840
2019-11-09,70.609,90.415,39.401,20.398,0.694,42.542,21.618,72.295,6.631,70.309
2019-11-10,64.403,84.831,37.051,27.171,1.124,41.898,9.847,31.522,2.192,65.061
2019-11-11,67.423,86.268,46.456,11.303,1.375,33.944,20.777,30.571,4.985,68.883
2019-11-12,63.364,114.354,48.958,15.999,1.422,24.890,19.904,47.475,1.438,75.780
2019-11-13,48.905,94.267,42.264,17.237,1.401,36.208,19.016,38.597,7.838,61.186
2019-11-14,54.095,102.494,37.286,18.092,1.288,26.833,7.756,67.818,3.909,65.252
2019-11-15,62.565,87.183,39.669,23.701,1.141,24.627,21.735,69.828,6.666,65.371
2019-11-16,49.239,87.720,40.157,19.132,1.361,14.992,14.926,86.517,6.265,58.967
2019-11-17,65.092,106.773,33.581,22.079,0.914,30.717,16.606,87.122,5.853,71.294
2019-11-18,57.844,82.899,44.631,16.871,0.947,25.591,17.744,69.534,6.705,62.718
2019-11-19,57.152,92.691,43.680,21.150,1.219,30.675,19.606,30.341,1.253,65.119
2019-11-20,66.229,97.638,52.324,23.889,1.252,13.904,20.432,51.540,5.589,72.871
2019-11-21,64.491,98.874,50.043,16.339,0.652,31.189,21.324,60.788,2.494,71.916
2019-11-22,58.451,96.437,34.515,23.907,1.337,12.982,21.227,59.951,6.394,65.060
2019-11-23,71.020,102.662,46.562,20.262,1.432,37.616,19.674,66.200,7.677,75.621
2019-11-24,53.510,106.113,32.392,25.227,1.177,33.653,20.301,87.633,7.261,65.067
2019-11-25,67.503,107.018,45.567,18.993,1.912,28.049,15.920,83.112,1.362,74.971
2019-11-26,67.744,90.307,35.867,21.906,0.995,33.939,17.080,36.534,3.272,68.138
2019-11-27,60.951,97.823,31.814,19.797,1.092,23.153,22.162,45.959,3.232,66.185
2019-11-28,66.469,113.117,42.240,19.519,1.081,30.507,22.132,79.987,1.417,75.618
2019-11-29,54.289,110.627,18.603,21.295,1.177,35.563,21.937,79.458,1.236,64.053
2019-11-30,72.132,88.468,25.992,22.684,1.101,8.340,18.370,46.522,3.387,67.805
2019-12-01,63.708,106.233,38.580,13.752,0.778,26.869,22.794,73.835,7.941,71.440
2019-12-02,61.456,83.462,40.660,27.168,1.036,29.841,16.729,70.322,4.767,63.899
2019-12-03,74.486,104.245,37.045,10.702,1.171,28.626,23.597,58.411,5.163,75.925
2019-12-04,60.918,123.290,27.365,16.576,1.569,40.200,19.735,42.087,4.033,72.919
2019-12-05,55.749,95.374,33.457,19.529,1.861,22.133,25.725,83.319,5.467,63.178
2019-12-06,55.031,97.055,43.130,22.062,1.601,25.652,16.264,70.671,7.675,65.258
2019-12-07,72.803,113.588,44.654,27.881,0.967,16.589,26.275,40.140,4.915,79.409
2019-12-08,58.187,91.074,39.870,10.709,0.991,40.572,20.059,72.288,0.988,64.390
2019-12-09,82.947,100.732,49.255,17.462,1.152,28.276,20.164,74.486,4.197,81.544
2019-12-10,52.734,113.586,43.179,9.366,1.735,26.931,22.048,83.213,7.946,69.079
2019-12-11,83.446,101.844,34.020,20.158,1.150,29.633,19.534,43.370,3.406,79.080
2019-12-12,72.050,106.396,37.756,21.358,0.802,34.454,21.570,89.325,4.954,75.495
2019-12-13,70.079,116.770,28.777,27.954,1.050,32.432,19.738,39.204,1.300,75.826
2019-12-14,66.986,114.119,39.135,20.603,1.427,48.535,20.012,66.041,1.559,75.556
2019-12-15,75.034,113.150,48.897,25.220,1.407,33.178,23.741,69.431,7.060,81.241
2019-12-16,72.038,107.671,45.482,22.919,1.140,26.743,19.742,55.137,2.753,77.417
2019-12-17,81.666,115.347,51.216,17.824,1.405,26.071,20.309,58.502,2.791,85.680
2019-12-18,74.256,110.995,37.577,12.955,0.518,27.251,18.662,83.455,3.404,77.942
2019-12-19,75.049,117.399,50.769,21.375,1.231,19.487,21.437,68.716,7.749,82.898
2019-12-20,71.444,108.443,38.454,12.539,1.458,30.279,27.053,59.820,1.133,75.946
2019-12-21,74.406,112.179,51.773,26.476,0.950,35.484,20.749,37.701,6.641,81.211
2019-12-22,77.833,104.700,39.825,19.190,0.949,25.706,21.262,30.440,3.062,78.291
2019-12-23,62.200,114.845,45.658,25.976,0.640,24.348,24.209,37.498,6.871,74.685
2019-12-24,65.608,107.683,51.801,17.599,1.677,40.612,22.686,87.371,7.938,75.469
2019-12-25,82.853,105.251,38.453,21.344,0.984,20.015,30.653,75.845,3.115,80.692
2019-12-26,78.788,119.578,41.747,21.047,1.272,15.525,23.653,88.027,1.470,83.617
2019-12-27,76.464,119.719,50.311,19.775,1.381,21.930,25.318,32.143,1.583,84.210
2019-12-28,78.599,126.022,38.936,17.837,1.654,19.217,27.315,70.813,6.191,84.893
2019-12-29,81.748,114.484,29.433,21.962,1.154,32.704,27.430,32.658,1.587,81.106
2019-12-30,75.166,123.478,57.144,15.369,1.038,27.475,25.528,76.923,2.453,86.055
2019-12-31,73.774,125.508,36.242,13.953,1.252,28.462,24.517,52.857,2.033,81.788
2020-01-01,82.083,125.050,41.270,26.214,1.585,38.071,31.244,35.746,3.168,86.811
2020-01-02,73.206,112.948,49.248,23.636,1.149,25.161,25.045,64.083,1.058,80.337
2020-01-03,84.815,123.300,35.132,20.329,0.914,35.426,24.191,46.807,6.926,86.424
2020-01-04,68.443,126.049,31.937,28.326,0.738,40.579,23.750,69.574,6.951,78.424
2020-01-05,90.812,123.081,42.030,18.661,0.834,26.810,20.679,69.490,3.597,90.736
2020-01-06,86.874,102.744,25.655,26.614,1.459,35.159,28.496,72.300,5.091,79.391
2020-01-07,85.654,125.812,37.697,20.878,1.104,28.307,19.158,89.548,5.315,88.110
2020-01-08,91.980,146.930,41.960,14.876,1.018,36.469,26.356,53.202,6.119,98.461
2020-01-09,97.953,121.800,37.840,29.240,0.985,19.000,25.929,57.919,4.405,93.085
2020-01-10,93.254,118.714,27.652,24.954,1.226,18.481,33.433,78.277,4.328,87.772
2020-01-11,70.920,130.321,52.753,19.395,1.128,27.261,21.387,64.702,5.235,85.107
2020-01-12,75.917,130.302,40.828,23.636,1.118,23.778,24.348,32.235,5.773,85.215
2020-01-13,81.659,139.695,51.449,17.981,1.605,26.383,26.811,80.585,3.100,93.028
2020-01-14,87.369,115.775,37.920,24.146,1.661,28.463,26.794,33.090,2.978,86.001
2020-01-15,91.802,136.251,32.960,8.045,0.717,35.040,25.905,40.249,2.523,93.368
2020-01-16,82.353,135.423,42.153,14.901,1.298,27.146,27.477,36.125,4.616,90.234
2020-01-17,90.149,128.675,38.274,24.896,0.967,24.233,24.106,34.676,3.201,91.332
2020-01-18,83.105,134.059,30.578,18.752,1.126,27.539,29.121,31.541,4.552,87.886
2020-01-19,84.746,141.539,51.758,21.038,1.293,24.616,21.248,33.302,3.545,95.186
2020-01-20,78.872,140.536,35.022,13.266,1.136,23.462,28.298,56.546,6.776,88.602
2020-01-21,83.224,120.948,25.278,29.239,1.269,18.709,26.736,45.171,1.048,82.952
2020-01-22,80.278,141.142,50.625,25.953,1.402,30.486,31.746,37.592,4.792,92.607
2020-01-23,83.763,132.851,35.966,18.997,1.288,26.019,34.123,69.522,4.817,88.930
2020-01-24,100.474,134.781,35.137,17.977,1.006,36.764,28.022,43.567,3.378,97.699
2020-01-25,84.921,135.334,25.877,25.148,1.011,19.868,33.344,31.137,3.658,88.236
2020-01-26,114.042,133.645,53.928,29.912,0.768,26.205,28.379,55.105,6.501,107.900
2020-01-27,97.393,147.605,29.684,24.769,0.944,42.690,26.584,48.626,2.605,98.915
2020-01-28,95.385,135.387,40.468,30.859,1.789,23.423,34.873,49.116,7.036,96.402
2020-01-29,87.495,125.560,47.301,15.388,0.962,28.344,31.350,56.716,7.223,90.876
2020-01-30,100.416,133.347,43.374,15.903,0.842,21.489,29.951,70.135,5.380,98.887
2020-01-31,90.655,139.590,39.523,14.055,1.296,20.561,32.148,66.989,6.296,95.109
2020-02-01,96.679,150.612,26.387,22.209,1.167,40.831,31.057,86.236,5.097,98.800
2020-02-02,116.621,144.861,33.522,20.878,1.141,31.197,30.172,61.063,4.439,108.473
2020-02-03,95.805,130.830,41.502,19.240,1.623,30.936,26.545,58.354,7.750,95.452
2020-02-04,106.195,164.686,33.703,24.046,1.365,18.126,29.855,42.805,2.620,109.244
2020-02-05,91.799,142.976,41.627,26.162,1.041,32.511,32.678,75.323,1.656,97.117
2020-02-06,97.562,153.569,45.454,12.372,1.073,38.102,30.579,38.447,2.656,103.943
2020-02-07,112.421,139.780,47.700,17.015,1.049,38.046,33.792,59.468,5.110,107.684
2020-02-08,93.646,147.105,30.191,24.101,1.462,34.678,32.371,55.279,1.889,96.993
2020-02-09,113.563,150.635,57.573,17.661,1.108,22.094,28.720,69.498,7.316,113.486
2020-02-10,105.121,154.884,46.140,16.009,0.662,32.192,27.529,85.057,3.583,108.254
2020-02-11,95.349,153.731,39.986,25.093,1.186,34.673,31.145,86.796,6.875,101.791
2020-02-12,105.293,152.327,48.716,13.552,0.739,17.439,30.172,40.068,2.369,108.088
2020-02-13,108.392,140.896,58.923,18.492,1.855,22.151,32.879,45.709,2.849,108.249
2020-02-14,105.958,138.764,28.490,21.643,0.910,36.217,29.840,78.698,0.944,100.306
2020-02-15,88.788,148.234,38.198,17.131,1.151,36.132,30.270,61.097,2.433,96.504
2020-02-16,95.892,154.659,20.973,23.916,1.277,19.160,35.396,57.182,4.177,98.538
2020-02-17,100.082,143.512,41.541,17.156,1.113,35.565,32.799,72.638,7.596,101.403
2020-02-18,101.814,156.796,42.923,27.043,1.113,30.667,30.362,66.115,3.417,106.530
2020-02-19,107.715,161.067,39.687,19.371,1.327,35.467,32.636,88.243,5.298,110.115
2020-02-20,104.504,137.766,34.764,23.356,1.658,25.558,36.831,65.038,3.708,100.535
2020-02-21,92.726,138.941,23.604,23.730,1.430,34.516,33.684,57.958,0.851,92.766
2020-02-22,106.770,146.279,42.988,16.862,1.644,35.907,34.688,62.569,4.276,105.866
2020-02-23,108.926,151.124,51.643,9.733,0.886,27.541,30.757,78.512,0.994,110.129
2020-02-24,108.824,143.158,35.272,21.804,1.295,30.124,36.195,66.761,7.128,104.414
2020-02-25,113.291,162.274,43.520,20.361,1.247,25.460,40.169,68.823,6.148,114.031
2020-02-26,111.606,153.332,27.455,22.779,1.305,41.561,30.937,88.286,3.340,107.294
2020-02-27,108.892,149.816,43.658,18.867,1.613,29.158,29.861,67.104,5.302,108.122
2020-02-28,104.933,135.385,36.853,17.848,1.134,23.546,34.025,52.817,1.340,100.453
2020-02-29,92.475,136.899,33.901,30.042,1.078,24.989,36.214,71.480,5.769,94.087
2020-03-01,109.461,153.171,33.917,12.638,1.360,30.887,33.400,69.568,6.670,107.465
2020-03-02,107.938,129.330,36.851,23.670,0.667,35.273,30.599,30.831,6.663,100.138
2020-03-03,108.695,161.069,43.059,17.127,1.129,20.649,33.515,58.040,2.632,111.280
2020-03-04,96.545,149.638,29.503,18.321,1.160,42.934,35.714,74.574,2.478,99.065
2020-03-05,98.340,183.918,36.823,18.414,0.924,32.161,32.775,59.942,4.410,111.710
2020-03-06,115.636,174.825,39.668,15.983,1.517,33.265,35.892,76.777,7.758,118.199
2020-03-07,107.107,150.180,31.208,22.856,0.881,29.320,37.635,57.053,7.404,104.849
2020-03-08,113.081,151.171,54.373,26.953,1.159,30.135,34.930,88.999,3.197,112.766
2020-03-09,108.053,162.420,33.172,22.350,1.288,28.962,34.192,47.573,6.349,109.387
2020-03-10,108.253,169.716,34.645,20.517,1.606,37.125,36.826,35.527,7.410,111.970
2020-03-11,115.702,136.515,32.174,15.068,1.197,29.944,31.830,55.801,2.457,105.240
2020-03-12,104.240,135.232,54.388,22.584,1.481,35.369,31.592,62.503,6.727,103.567
2020-03-13,109.301,147.067,44.423,30.782,1.410,26.963,33.711,50.946,2.509,107.655
2020-03-14,104.989,159.296,32.507,18.097,1.237,31.369,33.087,44.537,3.075,106.785
2020-03-15,105.358,158.608,48.850,18.120,0.873,24.373,32.201,70.324,1.991,110.031
2020-03-16,106.499,164.499,41.606,17.195,0.770,38.516,40.149,52.628,4.303,110.920
2020-03-17,110.879,141.955,42.058,17.553,1.232,24.164,41.217,67.882,6.825,106.438
2020-03-18,105.393,130.932,37.244,6.274,1.037,27.725,33.680,76.744,4.460,99.425
2020-03-19,119.381,162.805,34.005,22.025,1.476,27.795,35.054,75.660,1.426,115.333
2020-03-20,102.282,146.064,42.702,15.772,1.424,27.522,34.250,52.519,2.388,103.501
2020-03-21,108.039,134.272,35.639,11.949,1.145,35.057,38.167,64.074,4.721,101.429
2020-03-22,106.103,156.008,54.534,23.766,0.853,27.783,38.790,56.979,4.874,110.760
2020-03-23,121.274,162.579,29.846,14.590,1.353,39.757,29.568,82.248,4.827,115.380
2020-03-24,111.339,153.507,52.289,18.307,0.895,24.271,36.350,82.726,1.078,112.180
2020-03-25,118.081,150.219,39.109,27.332,0.972,31.186,31.022,50.624,6.153,111.928
2020-03-26,97.993,153.264,42.393,12.954,0.906,24.569,40.234,35.504,7.321,103.454
2020-03-27,112.056,151.201,46.665,12.337,1.158,32.947,36.294,40.055,4.329,110.721
2020-03-28,117.070,141.465,34.958,21.347,1.551,29.888,32.514,52.020,5.891,107.966
2020-03-29,110.636,147.827,46.914,25.747,1.198,28.915,34.269,63.855,7.355,109.049
2020-03-30,118.517,160.205,18.340,12.128,1.067,38.319,34.131,69.407,5.320,110.988
2020-03-31,105.861,158.216,34.240,22.038,0.742,25.420,36.575,49.882,5.557,107.244
2020-04-01,121.272,156.678,32.607,22.905,1.366,34.106,38.125,70.050,5.911,114.161
2020-04-02,128.378,145.033,29.972,9.704,0.966,24.617,31.551,86.264,2.454,113.693
2020-04-03,107.064,153.146,38.280,23.993,1.235,30.789,40.505,69.121,4.870,107.132
2020-04-04,106.373,133.156,43.086,24.383,1.094,21.631,39.796,39.514,6.816,101.751
2020-04-05,121.527,156.668,45.621,18.441,1.451,25.362,32.341,64.780,2.721,116.888
2020-04-06,122.490,169.117,41.927,26.262,1.153,29.425,35.169,62.514,7.229,120.365
2020-04-07,105.615,140.023,34.674,25.682,1.182,42.703,40.065,82.242,5.153,101.749
2020-04-08,106.372,148.830,42.952,20.516,1.346,30.706,38.610,51.018,3.674,106.425
2020-04-09,107.406,157.895,40.994,17.743,1.832,41.583,33.877,55.377,5.174,109.270
2020-04-10,98.823,167.037,47.488,15.136,1.467,31.542,37.303,65.920,3.514,109.020
2020-04-11,102.139,149.920,46.215,19.812,1.173,27.290,43.821,61.466,6.785,105.288
2020-04-12,101.355,147.364,40.244,22.849,1.201,40.775,35.112,73.141,4.117,102.936
2020-04-13,103.138,134.471,32.822,18.379,1.043,33.059,32.862,32.423,7.259,98.475
2020-04-14,108.886,155.059,34.776,9.012,0.915,25.501,35.238,63.811,4.324,107.916
2020-04-15,110.912,174.299,35.602,26.344,1.034,33.294,35.419,37.300,5.453,114.866
2020-04-16,121.308,156.495,37.478,20.951,0.968,27.952,33.061,48.913,7.983,115.098
2020-04-17,100.775,153.332,42.144,18.102,1.396,16.077,35.912,69.698,1.602,104.816
2020-04-18,116.485,156.600,45.721,24.286,0.879,36.552,30.774,39.445,6.025,114.367
2020-04-19,106.739,153.082,39.591,27.623,1.600,37.665,32.487,48.531,1.542,107.212
2020-04-20,107.887,144.866,40.129,5.990,1.426,42.866,36.702,72.180,6.791,105.429
2020-04-21,113.505,161.024,41.146,22.171,1.206,32.955,29.104,69.048,4.973,113.289
2020-04-22,98.940,154.833,35.873,12.867,1.200,28.259,37.017,35.462,7.536,103.094
2020-04-23,110.788,152.526,32.597,22.496,1.033,35.845,28.207,64.636,6.995,107.671
2020-04-24,108.859,142.362,25.956,20.640,1.281,35.949,28.982,38.835,1.062,102.329
2020-04-25,111.258,164.906,34.439,23.179,1.526,41.468,32.609,45.136,1.530,111.989
2020-04-26,109.414,158.264,43.785,17.504,0.989,29.688,34.894,57.553,5.009,110.943
2020-04-27,126.518,145.825,34.377,10.634,0.740,28.841,37.934,36.561,4.387,113.882
2020-04-28,101.540,161.100,38.098,17.748,1.411,24.991,34.053,89.619,1.764,106.719
2020-04-29,102.152,145.825,43.731,22.034,1.297,33.762,33.060,39.922,1.470,103.570
2020-04-30,101.166,142.690,44.166,25.077,0.864,19.162,35.456,76.879,4.730,102.223
2020-05-01,101.450,142.613,31.364,14.141,0.980,35.433,31.019,79.790,0.867,99.782
2020-05-02,100.531,132.191,47.976,25.135,0.942,34.115,33.961,89.668,7.053,99.518
2020-05-03,114.870,154.299,49.019,16.761,0.983,34.095,29.854,55.719,6.553,113.528
2020-05-04,116.442,130.946,30.961,21.812,1.103,30.968,33.607,82.446,6.390,103.697
2020-05-05,100.225,136.638,33.409,17.451,1.120,40.731,32.874,87.452,0.620,97.786
2020-05-06,97.837,127.823,49.529,20.911,1.005,36.104,30.753,40.374,0.857,97.171
2020-05-07,107.966,147.366,38.825,24.459,0.973,25.750,33.560,58.766,4.624,105.958
2020-05-08,99.468,146.363,22.242,13.865,1.131,25.876,33.437,33.601,7.958,98.091
2020-05-09,108.633,144.231,28.803,16.600,1.250,23.842,36.383,67.243,3.067,103.346
2020-05-10,104.870,136.695,38.005,20.925,1.105,33.859,27.932,64.884,3.083,101.045
2020-05-11,90.791,135.014,30.696,32.008,1.548,22.999,32.411,42.248,1.507,92.039
2020-05-12,114.960,150.987,36.693,15.684,1.352,37.584,30.246,77.874,5.558,110.115
2020-05-13,116.604,140.437,40.259,30.201,0.723,39.261,35.022,32.236,5.350,108.485
2020-05-14,96.984,148.698,51.698,30.022,1.357,23.847,34.557,78.374,1.260,103.441
2020-05-15,98.429,136.266,37.676,19.513,1.382,28.701,33.700,31.599,4.006,97.629
2020-05-16,103.454,146.506,48.580,18.509,1.070,30.116,29.944,69.410,5.503,105.395
2020-05-17,103.474,157.298,51.430,16.540,0.751,36.188,34.589,34.726,4.201,109.212
2020-05-18,105.692,149.689,51.474,19.659,1.202,41.265,27.217,45.074,5.558,108.047
2020-05-19,116.124,139.258,42.278,12.966,1.198,18.202,26.475,73.315,6.622,108.295
2020-05-20,98.239,145.502,24.294,19.619,0.864,27.773,27.724,46.824,5.644,97.629
2020-05-21,92.875,140.065,43.687,27.484,0.765,28.138,31.320,60.670,5.121,97.195
2020-05-22,87.828,142.086,48.387,16.945,1.174,20.195,33.313,84.915,6.902,96.217
2020-05-23,92.611,138.279,39.351,18.796,1.130,26.604,22.225,32.978,7.254,95.659
2020-05-24,97.784,139.413,53.957,11.494,1.075,32.994,34.984,78.665,3.417,101.507
2020-05-25,111.990,142.693,46.879,21.870,1.175,28.049,31.271,33.916,1.799,108.179
2020-05-26,93.072,130.148,44.546,21.322,0.869,19.188,26.034,37.608,6.634,94.490
2020-05-27,98.578,129.427,48.691,20.319,1.070,50.119,30.899,37.159,2.103,97.855
2020-05-28,96.226,125.198,42.667,18.916,1.360,31.863,33.730,89.646,7.467,94.206
2020-05-29,105.429,122.573,20.058,18.536,1.095,30.782,32.106,40.811,0.672,93.498
2020-05-30,115.697,125.889,36.007,22.510,0.698,22.315,33.458,83.806,7.410,102.817
2020-05-31,90.790,139.138,49.577,19.856,1.058,31.825,25.914,89.456,4.919,97.052
2020-06-01,90.673,128.092,33.539,21.575,0.879,28.851,28.621,53.027,6.311,90.472
2020-06-02,102.488,141.627,38.212,21.075,1.280,16.780,26.938,67.863,3.489,101.374
2020-06-03,99.132,136.304,31.641,25.617,1.296,22.508,34.712,76.745,7.938,96.786
2020-06-04,107.989,115.733,54.271,23.385,0.702,35.564,31.323,53.559,2.207,99.569
2020-06-05,97.421,141.425,53.452,20.964,1.428,43.608,37.791,39.709,2.483,101.829
2020-06-06,89.406,142.435,32.929,27.592,0.866,32.570,27.691,56.026,0.886,94.020
